Date,Time,SpinVel,SpinTrq,SpinPwr,SpinSP,FeedVel,FeedPos,FeedTrq,FRO,PathVel,XPos,XVel,XTrq,YPos,YVel,YTrq,ZPos,ZVel,ZTrq,Gcode,Low,High,Ktype1,Ktype2,Ktype3,Ktype4,O2,ToolTemp,Tool2Temp
2025-07-08,10:43:15.30,186.67,84.60,2346.45,465.00,9.501,122.9223,45.12,100.00,0.00,0.0104,-0.000,2.25,0.0089,0.000,-1.74,-0.0003,-0.000,-9.56,28,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,18.6,0.0
2025-07-08,10:43:16.30,239.82,79.63,2974.75,465.00,9.499,123.0805,37.45,100.00,0.01,0.0104,-0.000,2.45,0.0089,0.000,-1.34,-0.0003,0.000,-7.62,28,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,18.9,0.0
2025-07-08,10:43:17.30,293.23,77.04,3454.04,465.00,9.500,123.2386,36.19,100.00,0.00,0.0104,0.001,-0.28,0.0089,-0.000,-1.74,-0.0003,0.000,-6.54,28,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,19.4,0.0
2025-07-08,10:43:18.30,345.89,85.88,4308.17,465.00,9.500,123.3968,31.93,100.00,0.00,0.0104,-0.000,-0.35,0.0089,0.000,-1.70,-0.0003,-0.000,-6.34,28,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,20.3,0.0
2025-07-08,10:43:19.29,397.79,97.88,5665.53,465.00,9.500,123.5550,29.34,100.00,0.00,0.0104,-0.000,-0.53,0.0089,0.000,-1.59,-0.0003,-0.000,-5.60,28,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,21.0,0.0
2025-07-08,10:43:20.29,439.09,70.22,4862.16,465.00,9.500,123.7132,26.05,100.00,0.00,0.0104,0.000,0.05,0.0089,-0.000,-1.47,-0.0003,0.000,-3.30,28,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,21.7,0.0
2025-07-08,10:43:21.29,449.22,66.29,4428.26,465.00,9.500,123.8713,24.01,100.00,0.01,0.0104,-0.001,0.11,0.0089,-0.000,-1.30,-0.0003,0.000,-1.66,28,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,22.7,0.0
2025-07-08,10:43:22.29,450.33,70.11,4515.18,465.00,9.500,124.0295,23.29,100.00,0.00,0.0104,0.000,0.48,0.0089,0.000,-1.03,-0.0003,-0.000,-1.32,28,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,24.4,0.0
2025-07-08,10:43:23.29,450.15,71.33,4601.18,465.00,9.500,124.1877,20.95,100.00,0.00,0.0104,0.000,0.57,0.0089,0.000,-1.08,-0.0003,0.000,-0.95,28,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,27.7,0.0
2025-07-08,10:43:24.29,449.96,73.05,4695.87,465.00,9.500,124.3459,20.24,100.00,0.00,0.0104,0.000,0.58,0.0089,0.000,-1.10,-0.0003,0.000,-0.63,28,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,34.0,0.0
2025-07-08,10:43:25.29,449.67,76.43,4871.51,465.00,9.500,124.5040,21.05,100.00,0.00,0.0104,-0.000,0.52,0.0089,0.000,-1.09,-0.0003,-0.000,-0.61,28,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,49.6,0.0
2025-07-08,10:43:26.29,449.75,74.84,4761.03,465.00,9.500,124.6622,21.53,100.00,0.00,0.0104,0.000,0.18,0.0089,0.000,-1.06,-0.0003,0.000,-0.49,28,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,77.4,0.0
2025-07-08,10:43:27.29,449.54,80.08,5079.29,465.00,9.500,124.8204,20.77,100.00,0.00,0.0104,0.001,0.02,0.0089,-0.000,-1.07,-0.0003,0.000,-0.58,28,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,110.5,0.0
2025-07-08,10:43:28.28,449.55,78.13,5032.55,465.00,9.500,124.9786,20.02,100.00,0.01,0.0104,-0.001,0.05,0.0089,0.000,-1.15,-0.0003,-0.000,-0.91,28,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,137.1,0.0
2025-07-08,10:43:29.28,449.11,90.28,5642.79,465.00,9.500,125.1367,21.66,100.00,0.00,0.0104,0.000,-0.17,0.0089,0.000,-1.16,-0.0003,0.000,-1.72,28,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,154.3,0.0
2025-07-08,10:43:30.28,448.21,106.90,6455.35,465.00,9.500,125.2949,22.95,100.00,0.00,0.0104,-0.000,-2.00,0.0089,0.000,-1.08,-0.0003,-0.000,-3.38,28,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,183.5,0.0
2025-07-08,10:43:31.28,447.51,114.49,7216.29,465.00,9.500,125.4531,23.24,100.00,0.00,0.0104,0.001,-2.11,0.0089,0.000,-1.08,-0.0003,-0.000,-4.43,28,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,235.3,0.0
2025-07-08,10:43:32.28,447.11,123.32,7930.70,465.00,9.500,125.6113,21.49,100.00,0.00,0.0104,-0.000,-0.98,0.0089,-0.000,-1.78,-0.0003,-0.000,-4.75,28,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,290.6,0.0
2025-07-08,10:43:33.28,446.89,132.84,8389.45,465.00,9.500,125.7694,18.99,100.00,0.00,0.0104,-0.000,-0.15,0.0089,0.000,-1.76,-0.0003,0.000,-4.96,28,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,339.2,0.0
2025-07-08,10:43:34.28,447.06,139.53,8956.10,465.00,9.500,125.9276,19.64,100.00,0.00,0.0104,-0.000,-0.45,0.0089,-0.000,-1.74,-0.0003,0.000,-6.66,28,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,379.6,0.0
2025-07-08,10:43:35.28,447.36,144.62,9320.41,465.00,9.500,126.0858,21.74,100.00,0.00,0.0104,0.000,-0.59,0.0089,0.000,-1.72,-0.0003,-0.000,-8.15,28,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,408.3,0.0
2025-07-08,10:43:36.28,447.71,146.99,9530.72,465.00,9.500,126.2440,22.97,100.00,0.00,0.0104,0.001,-0.31,0.0089,0.000,-1.66,-0.0003,-0.000,-9.43,28,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,430.8,0.0
2025-07-08,10:43:37.28,448.00,146.75,9620.05,465.00,9.500,126.4021,22.27,100.00,12.80,0.0146,0.577,1.55,0.1021,12.784,5.40,-0.0003,0.001,-9.36,33,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,448.1,0.0
2025-07-08,10:43:38.28,447.79,137.16,9086.30,465.00,9.500,126.5603,21.44,100.00,15.00,0.0258,0.677,2.69,0.3492,14.983,5.91,-0.0003,0.001,-8.25,33,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,461.0,0.0
2025-07-08,10:43:39.27,446.17,127.58,8397.66,465.00,9.500,126.7185,21.98,100.00,15.00,0.0371,0.676,2.59,0.5986,14.982,5.71,-0.0002,0.002,-6.73,33,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,468.7,0.0
2025-07-08,10:43:40.27,443.27,123.16,7937.49,465.00,9.500,126.8767,23.01,100.00,15.00,0.0483,0.678,3.15,0.8481,14.983,6.32,-0.0002,0.002,-5.72,33,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,471.6,0.0
2025-07-08,10:43:41.27,440.91,120.25,7684.29,465.00,9.500,127.0348,22.35,100.00,15.00,0.0596,0.676,2.42,1.0976,14.982,6.10,-0.0002,0.002,-4.81,33,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,470.4,0.0
2025-07-08,10:43:42.27,440.16,117.64,7583.58,465.00,9.500,127.1930,20.41,100.00,15.00,0.0709,0.677,3.02,1.3470,14.982,6.18,-0.0001,0.002,-4.12,33,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,466.8,0.0
2025-07-08,10:43:43.27,441.89,112.56,7331.45,465.00,9.500,127.3512,19.37,100.00,15.00,0.0822,0.677,2.08,1.5965,14.983,6.71,-0.0001,0.002,-3.19,33,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,461.3,0.0
2025-07-08,10:43:44.27,446.43,111.52,7258.86,465.00,9.500,127.5094,20.22,100.00,15.00,0.0934,0.677,2.26,1.8459,14.982,6.22,-0.0001,0.002,-2.84,33,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,454.5,0.0
2025-07-08,10:43:45.27,449.93,111.29,7170.50,465.00,9.500,127.6675,21.12,100.00,15.00,0.1047,0.677,1.91,2.0954,14.983,6.16,-0.0001,0.002,-2.85,33,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,449.1,0.0
2025-07-08,10:43:46.27,450.33,110.29,7221.17,465.00,9.500,127.8257,21.01,100.00,15.00,0.1160,0.677,2.07,2.3448,14.983,5.71,-0.0000,0.002,-2.67,33,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,445.1,0.0
2025-07-08,10:43:47.27,450.33,107.95,7068.61,465.00,9.500,127.9839,19.63,100.00,14.26,0.1272,0.689,2.15,2.5937,14.219,5.36,-0.0000,0.003,-2.32,34,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,441.7,0.0
2025-07-08,10:43:48.27,450.59,103.57,6766.67,465.00,9.500,128.1421,19.17,100.00,14.55,0.2510,14.231,3.22,2.7263,2.972,6.02,0.0024,0.179,-2.02,36,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,438.9,0.0
2025-07-08,10:43:49.26,450.25,107.88,6978.19,465.00,9.500,128.3002,19.85,100.00,15.00,0.4916,14.209,3.14,2.7913,4.766,5.61,0.0030,0.000,-2.10,39,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,437.2,0.0
2025-07-08,10:43:50.26,450.04,107.73,7017.31,465.00,9.500,128.4584,20.95,100.00,15.00,0.7227,13.533,2.49,2.8850,6.437,4.76,0.0030,-0.000,-2.05,42,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,436.2,0.0
2025-07-08,10:43:51.26,449.97,106.99,7035.23,465.00,9.500,128.6166,20.98,100.00,15.00,0.9425,13.093,2.92,3.0032,7.299,5.51,0.0031,0.021,-1.74,44,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,435.7,0.0
2025-07-08,10:43:52.26,449.83,111.34,7142.68,465.00,9.500,128.7748,19.79,100.00,15.00,1.1633,13.425,2.37,3.1195,6.613,5.10,0.0038,0.048,-1.69,45,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,435.3,0.0
2025-07-08,10:43:53.26,449.98,104.09,6894.03,465.00,9.500,128.9329,19.35,100.00,15.00,1.3979,14.665,2.74,3.1988,3.146,5.03,0.0046,0.051,-0.60,46,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,435.8,0.0
2025-07-08,10:43:54.26,450.41,99.28,6578.41,465.00,9.500,129.0911,20.57,100.00,15.00,1.6433,14.853,3.23,3.2425,1.464,2.22,0.0054,0.049,-1.16,47,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,433.6,0.0
2025-07-08,10:43:55.26,450.39,101.13,6554.46,465.00,9.500,129.2493,21.65,100.00,14.99,1.8914,14.828,3.51,3.2375,-1.849,-4.31,0.0063,0.052,-0.46,48,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,431.8,0.0
2025-07-08,10:43:56.26,449.87,107.83,6936.95,465.00,9.500,129.4075,20.98,100.00,15.00,2.1366,14.621,3.08,3.1918,-3.250,-5.82,0.0071,0.052,-0.63,50,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,431.4,0.0
2025-07-08,10:43:57.26,449.74,103.17,6914.16,465.00,9.500,129.5656,19.38,100.00,15.00,2.3715,13.429,3.53,3.1115,-6.561,-6.06,0.0079,0.046,-0.35,51,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,431.7,0.0
2025-07-08,10:43:58.25,450.33,96.56,6400.48,465.00,9.500,129.7238,19.21,100.00,15.00,2.5844,12.421,3.26,2.9827,-8.405,-5.74,0.0088,0.053,0.19,51,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,431.2,0.0
2025-07-08,10:43:59.25,450.61,95.14,6163.27,465.00,9.500,129.8820,20.34,100.00,14.34,2.7805,10.588,3.39,2.8360,-9.566,-5.58,0.0096,0.045,-0.29,52,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,429.1,0.0
2025-07-08,10:44:00.25,450.59,92.13,6067.75,465.00,9.500,130.0402,21.09,100.00,14.04,2.9332,8.065,2.47,2.6597,-11.452,-5.89,0.0104,0.048,0.66,53,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,427.4,0.0
2025-07-08,10:44:01.25,450.51,91.01,5937.34,465.00,9.500,130.1983,20.03,100.00,14.04,3.0609,7.368,2.63,2.4639,-11.926,-5.57,0.0112,0.050,0.78,54,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,426.4,0.0
2025-07-08,10:44:02.25,450.24,92.36,6034.07,465.00,9.500,130.3565,18.70,100.00,14.04,3.1601,4.412,2.43,2.2537,-13.292,-6.10,0.0120,0.047,0.61,55,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,425.3,0.0
2025-07-08,10:44:03.25,449.87,97.17,6238.68,465.00,9.500,130.5147,19.19,100.00,14.05,3.2132,2.460,2.66,2.0268,-13.832,-5.51,0.0128,0.045,0.19,55,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,425.5,0.0
2025-07-08,10:44:04.25,449.68,98.00,6409.75,465.00,9.500,130.6729,20.40,100.00,14.05,3.2482,1.099,-0.13,1.7960,-13.942,-5.55,0.0135,0.046,-0.52,56,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,426.2,0.0
2025-07-08,10:44:05.25,449.98,94.56,6155.24,465.00,9.500,130.8310,21.03,100.00,14.04,3.2498,-0.211,-2.11,1.5625,-14.047,-5.66,0.0143,0.047,0.51,56,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,427.9,0.0
2025-07-08,10:44:06.25,450.02,94.73,6140.13,465.00,9.500,130.9892,20.21,100.00,14.05,3.2465,-0.143,-1.80,1.3286,-14.048,-5.64,0.0151,0.047,0.21,57,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,427.9,0.0
2025-07-08,10:44:07.25,449.76,95.61,6309.31,465.00,9.500,131.1474,18.77,100.00,14.04,3.2457,0.000,-2.03,1.0947,-14.047,-6.04,0.0159,0.047,0.24,59,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,428.2,0.0
2025-07-08,10:44:08.25,450.03,91.88,6038.25,465.00,9.500,131.3056,19.19,100.00,14.04,3.2457,-0.001,-1.51,0.8608,-14.048,-5.87,0.0166,0.047,0.37,59,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,429.0,0.0
2025-07-08,10:44:09.24,450.17,93.68,5984.91,465.00,9.500,131.4637,20.60,100.00,14.04,3.2457,-0.000,-1.55,0.6269,-14.047,-5.71,0.0174,0.047,-0.44,61,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,428.6,0.0
2025-07-08,10:44:10.24,449.90,96.69,6113.34,465.00,9.500,131.6219,20.91,100.00,14.04,3.2457,0.001,-0.91,0.3931,-14.047,-5.54,0.0182,0.047,0.30,63,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,428.7,0.0
2025-07-08,10:44:11.24,449.58,100.12,6401.24,465.00,9.501,131.7801,19.92,100.00,14.05,3.2457,0.000,-1.60,0.1592,-14.047,-5.00,0.0190,0.050,0.03,65,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,428.9,0.0
