Date,Time,SpinVel,SpinTrq,SpinPwr,SpinSP,FeedVel,FeedPos,FeedTrq,FRO,PathVel,XPos,XVel,XTrq,YPos,YVel,YTrq,ZPos,ZVel,ZTrq,Gcode,Low,High,Ktype1,Ktype2,Ktype3,Ktype4,O2,ToolTemp,Tool2Temp
2025-07-07,14:46:23.00,0.00,0.00,-0.00,0.00,0.000,92.7298,2.34,100.00,15.00,0.0519,0.767,2.38,1.1350,14.979,5.32,-0.0004,0.004,5.95,33,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:24.00,0.00,0.00,-0.00,0.00,0.000,92.7298,2.37,100.00,15.00,0.0647,0.767,2.13,1.3844,14.979,5.23,-0.0004,0.004,6.04,33,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:25.00,0.00,0.00,-0.00,0.00,0.000,92.7298,2.41,100.00,15.00,0.0774,0.767,2.42,1.6338,14.979,5.30,-0.0003,0.004,6.12,33,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:26.00,0.00,0.00,-0.00,0.00,0.000,92.7298,2.46,100.00,15.00,0.0902,0.767,2.09,1.8832,14.979,5.30,-0.0002,0.004,6.18,33,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:27.00,0.00,0.00,-0.00,0.00,0.000,92.7298,2.44,100.00,15.00,0.1030,0.767,2.39,2.1326,14.979,5.30,-0.0002,0.004,6.21,33,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:28.00,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.44,100.00,15.00,0.1157,0.767,2.10,2.3820,14.979,5.33,-0.0001,0.004,6.21,33,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:29.00,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.41,100.00,13.83,0.1305,2.434,2.51,2.6262,12.295,5.11,0.0001,0.066,6.16,34,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:30.00,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.43,100.00,15.00,0.2873,14.625,2.96,2.7341,3.265,5.30,0.0028,0.118,4.47,37,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:30.99,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.47,100.00,15.00,0.5268,14.128,2.91,2.8035,5.004,5.16,0.0030,-0.000,3.85,40,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:31.99,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.49,100.00,15.00,0.7562,13.412,2.90,2.9014,6.692,5.23,0.0030,0.000,3.87,42,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:32.99,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.52,100.00,15.00,0.9751,13.127,2.89,3.0212,7.233,5.21,0.0031,0.028,5.22,44,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:33.99,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.54,100.00,15.00,1.1970,13.621,2.95,3.1351,6.074,5.10,0.0039,0.049,6.79,45,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:34.99,0.00,0.00,-0.00,0.00,0.000,92.7298,2.59,100.00,15.00,1.4344,14.676,2.97,3.2065,3.094,5.26,0.0047,0.050,6.30,46,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:35.99,0.00,0.00,-0.00,0.00,0.000,92.7298,2.54,100.00,15.00,1.6802,14.894,3.00,3.2455,1.021,1.24,0.0055,0.049,6.64,47,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:36.99,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.51,100.00,15.00,1.9282,14.790,3.01,3.2323,-2.254,-4.77,0.0064,0.053,5.83,49,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:37.99,0.00,0.00,-0.00,0.00,0.000,92.7298,2.48,100.00,15.00,2.1728,14.478,3.08,3.1831,-3.716,-5.36,0.0073,0.051,6.62,50,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:38.99,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.46,100.00,15.00,2.4046,13.227,3.00,3.0947,-6.931,-5.25,0.0081,0.048,6.80,51,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:39.99,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.41,100.00,15.00,2.6153,12.422,2.98,2.9618,-8.405,-5.24,0.0089,0.053,6.47,51,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:40.98,0.00,0.00,-0.00,0.00,0.000,92.7298,2.38,100.00,14.18,2.8062,10.185,2.83,2.8119,-9.825,-5.21,0.0097,0.043,6.59,52,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:41.98,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.37,100.00,14.02,2.9528,7.756,2.66,2.6309,-11.698,-5.33,0.0105,0.049,5.85,53,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:42.98,0.00,0.00,-0.00,0.00,0.000,92.7298,2.36,100.00,14.02,3.0786,6.972,2.62,2.4340,-12.127,-5.37,0.0113,0.049,6.89,54,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:43.98,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.40,100.00,14.03,3.1705,4.035,2.42,2.2205,-13.396,-5.27,0.0121,0.047,6.79,55,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:44.98,0.00,0.00,-0.00,0.00,0.000,92.7298,2.42,100.00,14.04,3.2194,2.459,2.33,1.9924,-13.832,-5.39,0.0129,0.045,6.69,55,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:45.98,0.00,0.00,-0.00,0.00,0.000,92.7298,2.47,100.00,14.04,3.2504,0.702,-0.58,1.7613,-13.974,-5.29,0.0136,0.046,6.74,56,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:46.98,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.48,100.00,14.04,3.2493,-0.212,-2.08,1.5276,-14.047,-5.30,0.0144,0.047,6.01,56,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:47.98,0.00,0.00,-0.00,0.00,0.000,92.7298,2.50,100.00,14.02,3.2462,-0.111,-1.45,1.2937,-14.047,-5.25,0.0152,0.047,7.10,57,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:48.98,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.57,100.00,14.01,3.2457,0.000,-0.98,1.0598,-14.047,-5.32,0.0160,0.047,7.24,59,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:49.97,0.00,0.00,-0.00,0.00,0.000,92.7298,2.56,100.00,14.01,3.2457,-0.000,-0.98,0.8259,-14.047,-5.20,0.0168,0.047,6.96,59,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:50.97,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.51,100.00,14.01,3.2457,0.000,-0.99,0.5921,-14.047,-5.33,0.0175,0.047,6.91,61,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:51.97,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.48,100.00,6.72,3.2457,0.000,-0.96,0.3912,-6.741,-4.28,0.0182,0.022,5.55,1,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:52.97,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.47,100.00,-0.00,3.2457,-0.000,-0.96,0.3654,0.000,-3.20,0.0183,-0.000,4.75,1,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:53.97,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.42,100.00,-0.00,3.2457,0.000,-0.95,0.3654,-0.000,-3.20,0.0183,-0.000,4.74,1,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:54.97,0.00,0.00,-0.00,0.00,0.000,92.7298,2.42,100.00,0.02,3.2457,0.001,-0.38,0.3655,0.015,-1.40,0.0183,-0.000,3.38,1,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:55.97,0.00,0.00,-0.00,0.00,0.000,92.7298,2.44,100.00,-0.00,3.2457,-0.000,-0.07,0.3656,-0.000,-0.43,0.0183,0.000,5.21,1,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:56.97,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.43,100.00,-0.00,3.2457,-0.000,-0.07,0.3656,-0.000,-0.47,0.0183,-0.000,5.07,1,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:57.97,0.00,0.00,-0.00,0.00,0.000,92.7298,2.46,100.00,-0.00,3.2457,-0.000,-0.08,0.3656,-0.000,-0.48,0.0183,-0.000,5.07,1,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:58.97,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.44,100.00,-0.00,3.2457,0.000,-0.07,0.3656,-0.000,-0.50,0.0183,0.000,5.04,1,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:46:59.96,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.46,100.00,-0.00,3.2457,0.000,-0.07,0.3656,-0.000,-0.51,0.0183,-0.000,5.05,1,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:47:00.96,0.00,0.00,-0.00,0.00,0.000,92.7298,2.44,100.00,-0.00,3.2457,0.000,-0.06,0.3656,0.000,-0.52,0.0183,-0.000,5.05,1,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:47:01.96,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.45,100.00,-0.00,3.2457,0.000,-0.07,0.3656,-0.000,-0.52,0.0183,-0.000,5.05,1,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:47:02.96,0.00,0.00,-0.00,0.00,0.000,92.7298,2.43,100.00,-0.00,3.2457,-0.000,-0.07,0.3656,-0.000,-0.53,0.0183,0.000,5.04,1,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:47:03.96,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.46,100.00,-0.00,3.2457,0.000,-0.06,0.3656,-0.000,-0.52,0.0183,-0.000,5.03,1,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:47:04.96,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.45,100.00,-0.00,3.2457,-0.000,-0.06,0.3656,-0.000,-0.53,0.0183,0.000,5.04,1,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:47:05.96,0.00,0.00,-0.00,0.00,0.000,92.7298,2.44,100.00,1.46,3.2457,-0.000,-0.06,0.3578,-1.462,-3.25,0.0183,-0.000,5.03,1,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:47:06.96,0.00,0.00,-0.00,0.00,-0.000,92.7298,2.44,100.00,3.07,3.2457,0.000,-0.05,0.3196,-3.066,-5.27,0.0183,-0.000,5.03,1,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:47:07.96,0.00,0.00,-0.00,0.00,0.000,92.7298,2.46,100.00,4.63,3.2457,0.000,-0.06,0.2456,-4.628,-5.27,0.0183,0.000,5.02,1,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:47:08.96,0.00,0.00,-0.00,0.00,0.000,92.7298,2.45,100.00,5.57,3.2457,-0.000,-0.06,0.1731,-5.572,-5.24,0.0183,-0.000,5.02,1,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
2025-07-07,14:47:09.95,0.00,0.00,-0.00,0.00,0.000,92.7298,2.44,100.00,6.22,3.2457,0.000,-0.06,0.0662,-6.224,-5.23,0.0183,0.000,5.01,1,22.0,22.0,0.0,0.0,0.0,0.0,-0.2098,-2.0,0.0
